#UID,filename,consideredRecs,unconsideredRecs,avgDxDt,stdevDxDt,avgDyDt,stdevDyDt,dtMax,DxDtMax,DyDtMax,MinX,MinY,MaxX,MaxY,AreaX,AreaY,AreaDiagonal
#Num,538,,,,,,,,,,,,,,,,
140,new_edodblea.txt,3001,0,340.2974414,798.9861968,370.5722502,2183.645665,13179,17031.88209,78257.60203,37.58681,-122.51032,37.80855,-122.33063,23984.40599,24683.98389,20002.9993
139,new_ednillo.txt,3001,0,320.2421628,1815.226271,301.6860793,1366.741785,6233,63635.78691,53699.32965,37.1977,-122.51056,37.84951,-122.02201,66769.27727,72559.15729,54385.13723
136,new_edjiye.txt,3001,0,366.1978433,620.767641,361.4531134,746.2893388,11059,13425.13059,24913.30204,37.38206,-122.52315,37.88087,-122.0025,65097.62475,55527.2752,57958.49288
141,new_edomboys.txt,3001,0,285.5892647,457.0486399,325.7642493,665.2716464,14188,5109.564627,22308.42595,37.33069,-122.54976,37.95089,-122.00288,71171.01641,69040.34819,60878.40313
142,new_edrafs.txt,3001,0,290.2755132,1074.538382,323.5119052,1893.488303,13695,42279.1426,92038.95499,37.61408,-122.52448,37.83908,-122.19013,39560.00894,25046.88543,37219.67175
143,new_eedigkr.txt,3001,0,260.5257739,473.4712154,242.2548686,415.52413,17151,8415.753504,11154.21298,37.61395,-122.51121,37.8751,-122.25232,32756.09291,29071.08502,28819.50297
146,new_eemafbij.txt,3001,0,347.8497631,885.3241928,290.5933631,854.3299473,53089,37837.49492,30123.05421,37.43967,-122.49519,37.82529,-122.14753,44995.08588,42927.02204,38701.33417
145,new_eegcef.txt,3001,0,411.9023345,1850.672864,399.7122437,2513.831039,19887,75608.19815,120225.0501,37.53133,-122.51065,37.82808,-122.11874,47065.52336,33034.05889,43627.22164
148,new_eersdo.txt,3001,0,308.1727683,514.9365826,293.2152174,571.802004,14993,7480.669781,17966.96581,37.60219,-122.50828,37.87186,-122.19057,38844.01383,30019.52708,35367.31542
147,new_eenjoug.txt,3001,0,253.7350308,530.0608952,254.8096503,692.5233272,8544,15028.13126,29855.88743,37.56226,-122.47914,37.88928,-122.29409,28364.58926,36403.69988,20599.67177
144,new_eefayb.txt,3001,0,317.7617728,569.8825319,299.5568629,668.6283717,36100,9016.878754,28586.84524,37.39933,-122.52147,37.97323,-122.02922,64548.0176,63886.25577,54797.01934
149,new_eesbaj.txt,3001,0,244.9699684,419.0962193,260.8917026,325.9685919,17782,6879.544531,3855.702363,37.61382,-122.55331,37.91993,-122.38499,26186.59297,34076.00933,18737.29669
150,new_efcati.txt,3001,1,263.3802659,1286.531868,280.8196284,673.1235398,14082,47355.31138,21740.69655,37.61476,-122.51669,37.94445,-122.19051,41281.46454,36700.92292,36310.19151
151,new_effneomi.txt,3001,0,398.2476696,1491.847384,317.6884857,2239.253564,11257,59644.98317,94510.24768,37.59887,-122.50911,37.83769,-122.23415,33756.15734,26585.32079,30608.40719
152,new_efghakdi.txt,3001,0,366.0311617,1748.529244,358.4513755,1541.042285,13040,53132.79296,53099.39711,37.6139,-122.51705,37.88027,-122.18721,39999.44,29652.17276,36717.62084
153,new_efgoaku.txt,3001,0,247.6308395,491.4115327,279.4497058,1285.991651,21138,11866.65772,67125.65295,37.61379,-122.51665,37.93092,-122.05768,54461.08101,35302.75012,51092.30669
154,new_efmymo.txt,3001,5,675.1475317,3706.953939,1033.185168,6773.618536,37736,103861.0849,164641.5269,37.44641,-122.49994,37.87478,-122.1826,43573.90243,47685.93027,35326.12721
155,new_efonve.txt,3001,0,323.6424657,507.7808316,332.4195236,753.9528943,7769,4742.210308,33529.43063,37.52829,-122.51032,37.8982,-122.02768,58051.04089,41178.19284,53727.23904
156,new_efspheco.txt,3001,0,443.4321274,655.7474624,317.0630029,479.7933557,49585,6442.362531,6946.336226,37.32932,-122.79872,37.9992,-122.01459,96001.47064,74570.70049,87288.95232
157,new_eggfrij.txt,3001,0,360.5040463,1271.993371,305.9389825,730.9441288,40835,45752.31072,29455.13726,37.52152,-122.51089,37.80855,-122.26052,32705.98546,31952.03344,27871.06091
158,new_eghanwib.txt,3001,0,326.2234392,859.1465517,330.7147832,538.8569396,195494,34130.55588,11755.33823,37.43584,-122.51079,37.87533,-122.14146,48731.1688,48923.80301,41113.62753
159,new_eglohabs.txt,3001,0,404.8424256,982.7598468,353.1003038,1381.479797,16065,29789.09574,68394.69514,37.38537,-122.5071,37.83365,-122.02095,60318.72026,49902.30133,54117.97045
160,new_egnatab.txt,3001,0,218.9946536,398.6924025,226.3979672,326.9674706,17594,6133.703943,4675.418613,37.6144,-122.51658,37.90282,-122.38433,22661.06032,32106.76753,14722.00266
161,new_egoiwroi.txt,185,0,13.32943257,21.48704798,5.587904212,9.345767292,1378,214.2900198,61.22571994,37.75062,-122.39547,37.75209,-122.39461,129.8124409,163.6396515,95.73476208
162,new_egreosko.txt,3001,0,510.1285969,2818.521988,387.8844361,2163.57114,32099,138358.9951,92907.24702,37.55393,-122.54272,37.90238,-122.09574,53906.10827,38789.27657,49757.58599
163,new_egteir.txt,3001,0,375.5245084,586.4400546,326.8899275,494.5759509,40309,4019.645613,6545.586059,37.36395,-122.50481,37.80906,-122.00359,61744.26886,49549.41855,55795.55518
164,new_egwicjuv.txt,3001,0,344.6702222,905.9361257,299.8014693,775.510406,26048,35666.76485,30056.26251,37.5483,-122.51703,37.94392,-122.28886,34671.21078,44040.21695,25399.76821
165,new_eiboidne.txt,3001,0,262.4685693,456.0204245,257.427047,335.6270571,21873,2458.656429,2828.628261,37.57819,-122.53421,37.84186,-122.26952,33400.10811,29351.61014,29465.15602
166,new_eicmynts.txt,3001,0,281.9867397,1081.615175,292.1175503,950.3383112,101412,36958.07094,36089.77892,37.48259,-122.50741,37.85378,-122.10666,49778.06559,41320.68179,44611.28594
167,new_eifvid.txt,3001,0,163.9961413,351.3935962,161.7949254,282.9358984,9221,3694.63531,5877.669114,37.58702,-122.49505,37.80821,-122.37866,18501.13246,24622.75817,12956.47553
169,new_eitpem.txt,3001,0,279.3689791,524.4235221,252.139329,398.5730407,9251,10419.50434,8616.128587,37.54911,-122.50501,37.82735,-122.24708,33158.56543,30973.53512,28712.63626
172,new_ejkipub.txt,3001,0,362.9520073,860.9843885,268.369983,415.4141594,33806,34865.26452,9885.170782,37.54209,-122.49651,37.80857,-122.28953,27989.90026,29664.41791,23040.9082
171,new_ejesbay.txt,3001,0,228.3086937,728.7464259,277.8392802,1403.280835,15919,25848.38576,67927.15328,37.61499,-122.51379,37.84621,-122.29392,28094.79649,25739.29266,24475.81644
170,new_ejcrur.txt,3001,0,223.8182789,631.0175439,263.4723655,878.3803296,92382,23176.71798,39033.06625,37.61391,-122.5121,37.82512,-122.18823,38185.06497,23511.78965,36053.04348
168,new_eincufpy.txt,3001,0,304.7020322,1394.975112,279.5290492,427.7111649,479249,68728.65362,7981.60749,37.5445,-122.50075,37.8239,-122.34994,23663.66812,31102.66573,16788.09241
175,new_ejtobu.txt,3001,0,295.6744941,573.0244858,283.871102,518.6403156,12391,14627.38109,13692.29737,37.55398,-122.51024,37.84611,-122.24916,33881.56347,32519.76285,29063.29266
174,new_ejshigib.txt,3001,0,315.9958094,1120.879951,291.5622439,563.9945409,3428,43013.85124,20638.63359,37.58906,-122.51342,37.82497,-122.18887,38765.4217,26261.38107,36128.74074
173,new_ejnoax.txt,3001,0,326.2646098,542.7417581,325.3673673,641.4314398,64334,7079.919614,21150.70325,37.31694,-122.49561,37.82999,-122.00366,62671.9362,57112.46475,54763.6235
177,new_ekfrab.txt,3001,0,373.8775093,1125.809526,302.618839,1851.704109,11784,45073.26182,86011.00456,37.41795,-122.52846,37.95062,-122.14052,53579.83422,59296.55316,43185.28326
176,new_ekenucki.txt,3001,0,325.6306061,747.8390451,302.1499664,703.2010732,17140,31013.61014,22486.53714,37.52887,-122.50506,37.80854,-122.27314,30734.97841,31132.72199,25817.2163
178,new_ektamy.txt,3001,0,232.2368412,356.167134,262.7428313,718.4946197,14761,3406.376418,34531.30604,37.61367,-122.50354,37.86713,-122.26548,30506.64697,28215.03814,26500.71798
179,new_ektuyo.txt,3001,0,307.7536369,736.794344,321.6660621,742.1258603,13674,14694.17278,19636.75818,37.41471,-122.507,37.87237,-122.07145,55600.83495,50946.47816,48485.20422
183,new_elfyea.txt,3001,0,238.0113017,529.9798805,256.8379309,591.7089613,17518,14961.33956,14961.33956,37.58992,-122.50695,37.80855,-122.38417,18902.32686,24337.78027,13667.80708
180,new_ekyosjo.txt,3001,0,268.403096,492.0095875,268.8153978,484.3606558,4709,12824.00534,16697.92362,37.41514,-122.49857,37.80895,-122.12095,48125.74957,43838.72867,42036.46611
182,new_elbnaxa.txt,3001,0,293.9170083,479.4134211,292.3972934,438.030871,5611,8749.711976,12089.2967,37.56898,-122.51375,37.83962,-122.29309,29394.29718,30127.50699,24563.75884
184,new_elhuyoi.txt,3001,0,431.4346757,7113.171933,510.921064,13012.03683,60532,385555.0564,710697.0251,37.61425,-122.49452,37.88465,-122.21392,35145.15938,30100.79031,31236.24912
181,new_elaflevy.txt,3001,0,316.5149796,2022.051807,374.1351347,3855.098476,15278,95679.10234,186415.6193,37.40139,-122.48648,37.83272,-122.1005,50041.9956,48015.43596,42967.09706
185,new_ellimtbu.txt,3001,0,792.3243404,3747.22045,1071.454871,5473.886027,22543,92873.85117,114213.7976,37.51127,-122.50397,37.8663,-122.18766,41072.59971,39521.75882,35211.46813
186,new_elswcky.txt,3001,0,279.0555777,749.3140914,301.7798012,957.620846,6784,24045.01001,47889.64494,37.33928,-122.5007,37.87044,-122.0045,63613.66107,59128.46073,55236.73133
187,new_elvgid.txt,3001,0,177.1729462,329.4305656,189.2067917,294.7399597,35434,5610.502336,3856.494359,37.45589,-122.513,37.80858,-122.1409,46438.72117,39261.27121,41421.98252
188,new_elwesnn.txt,3001,0,188.3768784,360.8226813,228.8037188,474.777894,21820,11741.97989,13416.78163,37.61395,-122.50952,37.809,-122.38445,18153.49951,21712.86668,13922.72871
189,new_enarwee.txt,3001,0,237.6968646,566.0617729,246.08852,414.4409031,116808,16764.71531,12423.25517,37.61414,-122.51376,37.90244,-122.3844,22447.39138,32093.4092,14400.28933
190,new_enekbl.txt,3001,0,258.6733208,508.9515643,286.6373682,465.9717134,47310,15762.8399,9951.962477,37.4204,-122.50267,37.82552,-122.00698,60200.20908,45097.75211,55179.95839
191,new_enidmopt.txt,3001,0,284.5424131,552.7018863,265.2402713,530.8148957,35625,5944.460808,13291.5472,37.33064,-122.51351,37.81045,-122.00439,63440.86689,53412.20488,56674.97915
192,new_enjubpl.txt,3001,0,239.2582224,414.0529953,275.768159,454.35332,12895,6120.548003,12824.00534,37.55099,-122.50603,37.87198,-122.20118,38952.23276,35732.44335,33935.74677
193,new_enkkand.txt,3001,0,357.5286776,1740.37241,296.2724705,799.3403729,2044,91704.99652,37603.72399,37.61378,-122.50974,37.85874,-122.23279,34112.10457,27268.82246,30829.93298
194,new_enyenewl.txt,2414,0,337.7139892,947.3955646,339.4473561,1412.97561,44295,21774.0924,45217.97716,37.56649,-122.50396,37.98587,-122.29359,34265.49623,46685.16805,23418.28128
195,new_enyonsn.txt,3001,0,364.5252337,1436.113191,384.3612429,2726.421539,18451,48691.14527,121293.7172,37.60372,-122.5097,37.85229,-122.22784,34697.76435,27670.68583,31376.51167
196,new_eoccoirv.txt,3001,0,236.2289339,395.1993537,245.2214005,335.9791403,8899,3266.721057,4623.469518,37.59861,-122.51032,37.87375,-122.25312,32997.26123,30628.4447,28631.37303
198,new_eoivqued.txt,3001,0,408.7564619,1226.702714,339.2761493,594.0118965,42476,59511.39978,20505.0502,37.38108,-122.49243,37.955,-122.00363,64209.26327,63888.48216,54412.9671
197,new_eoffrij.txt,3001,0,254.8630645,482.7107315,253.0094748,351.6662893,14769,11054.02544,6478.794364,37.3815,-122.50975,37.80901,-122.00161,62006.13475,47590.19551,56565.88605
200,new_eolgug.txt,3001,0,294.4637073,1115.989681,339.055715,1990.042589,11085,52014.03207,82120.38836,37.61395,-122.50599,37.89896,-122.00088,58722.39635,31727.16807,56228.58799
199,new_eokracy.txt,3001,0,281.518429,522.6464273,251.6111191,406.4782321,23903,10619.87942,10553.08773,37.61272,-122.52174,37.96934,-122.38424,26231.40768,39698.75681,15306.42998
201,new_eosluip.txt,3001,0,388.3993707,2133.3566,314.3559824,2073.874961,26254,74472.73934,93040.83041,37.56685,-122.48638,37.8746,-122.26758,30492.38362,34258.57329,24356.70459
202,new_eotcue.txt,59,0,132.0781995,233.5950487,146.7324778,214.2370092,801481,1153.269925,733.0795735,37.74826,-122.42433,37.77701,-122.39276,3910.612748,3200.43536,3514.356324
204,new_eoydba.txt,3001,0,1231.516377,5177.85331,2098.183358,9839.779555,24032,103660.7098,191091.0379,37.61382,-122.51742,37.90885,-122.17382,42092.3756,32842.58937,38249.37704
203,new_eovsyt.txt,3001,0,331.7121756,595.5502867,292.4507744,436.1241166,21539,12824.00534,8081.795032,37.55368,-122.51129,37.83073,-122.1891,39480.48526,30841.06492,35866.02674
205,new_epabcadu.txt,3001,0,472.986865,819.01663,345.0762099,467.0827198,25255,22852.30118,6841.377848,37.55455,-122.50786,37.82476,-122.1915,38720.63956,30079.63961,35217.03411
206,new_epemvagu.txt,3001,0,219.6723527,655.5135762,249.1253462,440.0944339,14210,21774.0924,12490.04687,37.61436,-122.50873,37.89187,-122.22232,35916.5807,30892.27189,31883.01536
207,new_epkiapme.txt,3001,0,282.7202444,711.8045318,262.2917779,373.262053,21387,29455.13726,6278.419281,37.61377,-122.50803,37.87257,-122.22839,34740.68613,28809.48422,31129.38241
208,new_equioc.txt,3001,0,361.9078234,945.618289,309.9949824,680.5578189,21411,27117.42796,16764.71531,37.55323,-122.51027,37.93844,-122.19567,41869.35247,42881.38105,35021.1118
211,new_erjcrey.txt,3001,0,228.382916,403.5201417,279.9403688,447.0619601,102838,4742.210308,9050.274602,37.61475,-122.51227,37.82749,-122.18828,38227.80363,23682.10847,36066.40182
209,new_equoaw.txt,3001,0,257.0112905,1214.087524,304.9887392,1037.107328,27787,32794.72199,34664.88943,37.61518,-122.52135,37.97129,-122.31275,31477.52149,39641.98387,23221.24578
210,new_erjboyni.txt,3001,0,326.1690937,502.1462019,333.8595946,724.4979945,33923,7647.649018,29889.28328,37.40155,-122.49806,37.80864,-122.05694,54744.41174,45317.05151,49105.25378
215,new_eryeig.txt,3001,0,302.6564168,682.4439568,264.0883371,784.3084078,20475,22775.96782,32661.1386,37.61421,-122.51145,37.80853,-122.3842,18312.78703,21631.60345,14165.4052
216,new_eshria.txt,3001,0,247.2058747,1177.595596,321.8246676,1658.082345,45163,37336.55721,56804.10976,37.40184,-122.5092,37.89681,-122.00789,63080.11461,55099.80836,55805.57393
213,new_erulghiv.txt,3001,0,312.3217786,748.4183689,365.9491303,1004.71951,14453,21774.0924,25447.6356,37.35217,-122.50803,37.8837,-122.00117,64658.30693,59169.64894,56423.3971
214,new_erwumu.txt,3001,0,246.0878803,702.0163821,249.1904821,307.6816109,20359,32260.38843,3873.91828,37.61382,-122.49982,37.85662,-122.25348,31007.44553,27028.37236,27422.44336
212,new_erjtail.txt,3001,0,253.8531889,431.4257874,282.9155774,466.3390383,35269,3534.616472,7146.711309,37.38152,-122.49191,37.90347,-122.00551,62393.40852,58103.20822,54145.80032
217,new_eshroa.txt,3001,0,329.6770806,1364.525477,332.9949764,1908.367744,8249,53399.95973,87697.49485,37.38606,-122.49634,37.87228,-122.02212,60177.6138,54125.76281,52789.92892
218,new_esnddceb.txt,3001,0,386.4062562,1661.140261,327.929908,575.3359986,10586,81819.82573,14093.04753,37.50978,-122.53858,37.99737,-122.20576,47087.16288,54278.27052,37049.35293
219,new_esudcejo.txt,3001,0,268.7834444,1356.91855,357.7152213,2546.266289,49271,46331.17207,86940.52231,37.60001,-122.5113,37.86042,-122.18749,39242.0078,28988.7086,36046.36431
220,new_etalrab.txt,3001,0,369.7229011,952.445767,305.1124937,1576.655598,5859,38989.65165,82704.81568,37.52439,-122.50978,37.99669,-122.18725,45612.14097,52576.1955,35903.87537
222,new_etnads.txt,3001,0,276.4075311,490.2121932,331.4685898,1423.891487,10920,10953.83789,50694.89611,37.61348,-122.4867,37.82749,-122.1894,35463.94727,23823.48422,33095.28461
221,new_etirnfew.txt,3001,0,326.788859,1422.987059,358.9700165,1873.931938,50970,65689.63152,71266.73801,37.31447,-122.50796,37.87521,-122.00063,65568.17343,62421.29127,56475.71726
223,new_eufdod.txt,3001,0,357.2318963,624.3030947,291.2373239,571.154417,27224,17175.00715,19550.88314,37.61376,-122.50718,37.93762,-122.19439,39806.49652,36051.93029,34819.62353
224,new_evbacclu.txt,3001,0,277.6070302,1225.814713,318.734188,3152.232177,34569,53166.1888,171721.4465,37.60883,-122.51174,37.81262,-122.36711,20181.53215,22685.79903,16100.13795
225,new_evdyffu.txt,3001,0,317.3480022,1064.539481,351.362143,1775.822194,9506,27918.92829,55670.87735,37.61385,-122.5087,37.8644,-122.26662,30812.31942,27891.09842,26948.22233
226,new_evfler.txt,3001,0,378.0314884,879.1346292,390.6446373,1300.016676,27203,22141.44672,43197.5284,37.34728,-122.50758,37.84589,-122.0017,63629.52087,55505.0113,56314.304
227,new_evijcey.txt,3001,0,444.5962103,2673.298152,378.0175947,3091.730841,54107,127304.9697,144002.8933,37.49482,-122.50777,37.92177,-122.23285,39800.54347,47527.85659,30603.95441
228,new_evjoko.txt,3001,0,253.2111138,513.7737163,249.3213848,831.7910087,29008,17466.02811,40809.72532,37.61394,-122.51652,37.90282,-122.3842,22686.97953,32157.9745,14729.79502
229,new_evmaja.txt,3001,0,309.2680105,594.4638322,271.7748589,668.5250665,62485,11888.92162,28219.49092,37.55462,-122.4881,37.86489,-122.09526,47464.04627,34539.09841,43730.74876
230,new_evtitdea.txt,3001,0,338.3607765,2289.655572,398.598399,4704.889056,12829,121627.6756,253274.1055,37.36364,-122.5101,37.8511,-122.00788,62963.42849,54263.79898,55906.87467
233,new_ewufri.txt,3001,0,260.0629186,567.2685562,288.4491978,496.2241599,15787,20505.0502,13759.08906,37.4447,-122.50928,37.80861,-122.24866,36225.957,40510.27589,29012.08569
234,new_ewvnil.txt,3001,0,349.9271117,1334.542429,335.89744,1598.293799,22664,48102.28788,54850.97522,37.51849,-122.51686,37.99986,-122.00401,63854.06032,53585.86328,57090.20085
231,new_ewbglo.txt,3001,4,1737.01192,9229.564376,1992.908409,10759.12575,47909,242721.0177,253274.1055,37.37034,-122.55685,37.91271,-122.03211,66728.09477,60376.35222,58413.7896
232,new_ewedkl.txt,3001,0,132.9346334,317.8496586,151.4716731,357.84781,92261,3372.980571,7480.669781,37.61413,-122.50652,37.86552,-122.26723,30565.43279,27984.60679,26637.64095
238,new_eydadgio.txt,3001,0,317.4501478,795.4732412,330.6036888,1168.672706,158417,18281.84095,28925.57454,37.57915,-122.50828,37.82794,-122.27376,30027.74696,27695.17611,26106.64698
236,new_eybmij.txt,3001,0,264.9505768,904.0750793,229.8162477,431.5778598,56899,32126.80504,13157.96381,37.61375,-122.51085,37.87215,-122.26589,31320.83988,28764.95642,27268.82246
235,new_exskafvo.txt,3001,0,279.9819112,1064.462856,268.2025324,691.3339694,3040,50160.56255,26649.8861,37.59932,-122.50716,37.80851,-122.38211,18704.45322,23286.92428,13920.50232
239,new_eytups.txt,3001,0,372.9373231,756.5327512,327.5696861,925.2184999,16266,25069.14933,39310.62285,37.45089,-122.56226,37.97336,-122.15577,54923.31,58161.09435,45250.25981
237,new_eybyay.txt,3001,0,419.728893,2613.34311,343.3915248,1619.276913,9816,139928.5999,82153.78421,37.39989,-122.49968,37.80895,-122.10173,50542.29138,45536.3509,44299.59136
240,new_iacbyb.txt,3001,0,353.973046,1629.908507,236.8998002,636.9498875,18526,44371.94903,21821.80075,37.53297,-122.48516,37.80903,-122.29665,26671.48711,30730.85863,20984.83721
242,new_iafbagci.txt,3001,0,207.0673968,347.4169928,225.9381635,415.7071625,117931,4007.501669,15896.42329,37.61348,-122.51686,37.90254,-122.19468,39784.96029,32178.01201,35864.91354
241,new_iackaw.txt,3001,0,353.1204442,2325.73988,375.7732439,4289.206018,25362,124132.3642,233603.9514,37.61396,-122.54652,37.90671,-122.01914,61233.39248,32588.78093,58707.67305
243,new_iafstnue.txt,3001,0,284.7347793,899.3526685,272.4768227,406.551179,30914,37603.72399,5677.29403,37.5226,-122.4839,37.82751,-122.06569,49958.47105,33942.42594,46554.92424
244,new_iaggrijo.txt,3001,0,377.2912431,856.5450879,307.6933167,678.5882429,29873,25625.74678,24490.28797,37.59204,-122.51377,37.85532,-122.14934,43490.91593,29308.19554,40568.16203
247,new_iapberci.txt,3001,0,299.4570593,1352.688497,264.2223303,769.2797339,77191,48891.52036,32995.09707,37.61379,-122.51671,37.9036,-122.19619,39638.04153,32261.50163,35680.12319
249,new_iatojbo.txt,3001,0,278.7443694,1405.711436,267.1528958,867.8818239,29594,73604.44731,43748.55988,37.38526,-122.52265,37.951,-122.00286,66919.21016,62977.88872,57862.75812
246,new_iahorou.txt,3001,0,397.940637,1322.372551,327.0405438,1173.582503,15134,57407.4614,54335.04346,37.54953,-122.49078,37.8685,-122.22413,35245.32779,35507.57798,29683.34222
248,new_iatmeuns.txt,3001,0,454.8211707,1228.88332,368.9645563,1144.151964,31294,40208.60007,43748.55988,37.49437,-122.50626,37.956,-122.02128,60557.00393,51388.41653,53987.72664
245,new_iagods.txt,3001,0,295.5445127,2224.967756,415.3074087,3889.77748,21246,101823.9382,180170.5958,37.61424,-122.49661,37.84378,-122.21696,34001.74625,25552.27592,31130.4956
250,new_iawxben.txt,3001,0,336.0476522,561.9427104,258.2939372,400.8573174,27158,3255.476664,3419.734757,37.45016,-122.49103,37.86955,-122.15538,44935.80857,46686.28124,37364.38708
251,new_ibflsruc.txt,3001,0,253.3627279,564.9136685,282.3042115,803.8737413,10173,15362.08973,28720.42862,37.61435,-122.5131,37.825,-122.18891,38207.82801,23449.45074,36088.66572
253,new_iblool.txt,3001,0,303.5814783,1719.442931,265.8825983,473.0335076,31489,89834.82907,17633.00734,37.5441,-122.49732,37.82473,-122.18843,38231.78459,31239.5887,34385.47751
252,new_ibgryk.txt,3001,0,232.2970781,920.1270534,237.7165158,783.7888209,17883,28787.22032,35266.01468,37.56176,-122.50479,37.87034,-122.28219,30865.77452,34350.96847,24779.71865
256,new_icagpony.txt,3001,0,317.1221114,714.1615151,356.471203,684.1033664,13875,25247.26051,17165.46548,37.42281,-122.49981,37.89145,-122.0782,54583.3286,52168.76617,46933.41051
255,new_ibwicim.txt,3001,0,447.6493909,5070.797488,334.1104499,1573.477058,62532,262023.8174,81953.40912,37.39567,-122.49545,37.86651,-122.07791,54260.71406,52413.66905,46480.34019
257,new_icdaheos.txt,3001,0,251.3179032,451.412328,269.0814736,1088.957905,139355,7280.294698,49225.47883,37.61436,-122.49082,37.86848,-122.29392,26647.56369,28288.509,21918.80774
254,new_ibpijda.txt,3001,0,277.0295171,514.0976548,263.2535163,509.9453367,17087,7280.294698,11621.75484,37.55664,-122.49616,37.8821,-122.09519,48652.2733,36230.04147,44635.77622
258,new_icdapnu.txt,3001,0,316.4581039,523.7665546,267.0552321,556.7913006,20778,8126.322828,21529.18952,37.58888,-122.5081,37.82492,-122.1968,37397.68967,26275.85261,34653.75748
259,new_icdultha.txt,3001,0,282.7238635,1305.128635,306.9126274,2668.727813,37937,52064.12584,112477.2135,37.35924,-122.5062,37.87179,-122.02727,61401.92208,57056.80501,53314.24373
260,new_icedpa.txt,3001,0,262.7830523,510.7308478,256.8039191,399.4404286,12912,8081.795032,9016.878754,37.52596,-122.51135,37.9155,-122.26708,35762.47473,43363.39444,27192.01202
261,new_ichankru.txt,3001,0,245.2191109,403.9141496,239.6952573,339.3156147,68616,5195.439663,5610.502336,37.61407,-122.50981,37.82388,-122.18863,37874.75858,23355.94236,35753.59405
262,new_ichikiga.txt,3001,0,253.3689658,668.7556302,295.4248537,1489.275476,21693,17811.11853,47889.64494,37.61436,-122.50907,37.80841,-122.38457,18066.47617,21601.54719,13859.2766
263,new_ickguwa.txt,3001,0,241.6697218,366.8203978,245.4388569,304.9043697,48902,4535.156055,4875.793697,37.6001,-122.49715,37.87449,-122.26428,30652.65243,30544.95508,25922.96982
264,new_ickphiwa.txt,3001,0,283.9664361,826.7241628,321.8333402,1173.6456,19242,31013.61014,43548.1848,37.32998,-122.50161,37.85552,-122.01427,62594.28798,58502.84519,54250.44064
265,new_ickviya.txt,3001,0,338.2676503,880.7493415,357.7333573,952.4536204,21524,24813.1145,19894.38328,37.35537,-122.5126,37.80853,-122.10047,53213.17936,50445.54045,45878.10174
266,new_icodmup.txt,3001,0,430.3140928,2726.545696,421.5107141,4224.550191,56347,113679.464,176864.407,37.49124,-122.51658,37.87982,-122.24617,37984.00217,43256.52773,30101.90351
267,new_ictlypt.txt,3001,0,323.2825789,601.4663931,285.9046506,485.1189408,72410,12995.75541,12924.19288,37.5238,-122.51239,37.8557,-122.22596,37522.31547,36946.93899,31885.24175
268,new_ictmuog.txt,3001,0,179.1207282,1148.366468,157.6095651,423.056569,657715,60045.73333,11888.92162,37.61359,-122.47174,37.80852,-122.38305,15260.05782,21699.50834,9872.925638
269,new_icwiroic.txt,3001,0,291.4076673,743.4136029,291.0316254,697.839296,13058,23399.35696,23043.13459,37.58735,-122.49984,37.91482,-122.27014,32172.10396,36453.79365,25570.08704
270,new_idbaybim.txt,3001,0,314.401769,756.9805593,282.5146413,903.6076948,15587,26983.84457,38405.22432,37.58408,-122.51247,37.82701,-122.19702,37980.99246,27042.8439,35115.73337
271,new_idcadgi.txt,3001,0,356.376068,3149.995039,372.7943476,4187.85578,4887,147442.6656,210794.5878,37.61456,-122.49981,37.85785,-122.19681,36710.86929,27082.91892,33729.80571
273,new_idholv.txt,3001,0,293.4725735,539.3761554,283.898708,382.2238596,6784,12156.08839,8905.559263,37.59901,-122.50927,37.82561,-122.18732,38296.48834,25224.99661,35839.31006
272,new_ideutgoa.txt,3001,0,318.0023178,1093.090412,282.9660057,570.9120891,11404,43882.14327,19302.7997,37.59298,-122.5138,37.80874,-122.37946,19740.66421,24018.29333,14954.66039
274,new_idjoat.txt,3001,0,1.043278284,2.820149578,1.030120772,6.26262997,234,133.5833889,333.9584723,37.7516,-122.3952,37.75185,-122.39495,31.57228324,27.8298727,27.8298727
275,new_idjojwa.txt,3001,0,295.215905,1410.564551,270.2451833,758.2396547,839142,73136.90545,34765.07697,37.36411,-122.50446,37.84019,-122.00153,62723.70998,52996.98318,55985.9115
276,new_idjokva.txt,3001,0,385.2600673,3687.44896,430.8872965,6357.509823,9362,161068.1712,343309.3096,37.44333,-122.49587,37.86793,-122.14106,46888.94324,47266.25579,39497.26853
277,new_idlorra.txt,3001,0,406.7443315,2173.552957,348.3988282,887.357272,20309,110673.8377,39139.93296,37.61382,-122.50349,37.84898,-122.38436,19315.62676,26177.89145,13261.49094
278,new_idodly.txt,3001,0,315.2820856,506.5526034,282.0917575,372.3457222,17595,3417.508367,6256.155383,37.57846,-122.51373,37.82427,-122.27489,30361.22059,27363.44403,26587.54718
279,new_idshywr.txt,3001,0,286.2356051,490.2764555,266.3148553,395.1042253,76193,3445.33824,7369.350291,37.44811,-122.50392,37.83883,-122.14027,46685.63909,43494.75144,40481.33283
280,new_idsmuk.txt,3001,0,510.7795465,4624.304077,356.1652417,1382.789667,25089,180537.9502,61915.90078,37.53758,-122.5088,37.93555,-122.05737,55544.67284,44301.81775,50252.95773
281,new_idtwal.txt,3001,0,229.3908744,563.5364908,264.102187,462.801513,29848,22442.00934,16631.13192,37.6145,-122.51329,37.89635,-122.18749,39965.20988,31375.39848,36267.8901
