$RECS_NUM=805,,
46.081364,271661,17510381
138.244095,271729,5789157
230.406815,271799,7169789
322.56955,271680,5839563
414.732269,271548,7245572
506.894989,271558,1232572
599.057739,271662,2440154
691.220459,271565,21350320
783.383179,271756,4341875
875.545898,271580,6341968
967.708618,271606,3596547
1059.871338,271601,19185550
1152.03418,271408,2848896
1198.115601,271408,2848896
1244.196899,271749,11231470
1244.197021,271408,2848896
1290.278442,271408,2848896
1336.359619,271499,9292650
1428.522339,271812,1294134
1520.685059,271630,8325431
1612.847778,271425,23377154
1658.929199,271425,23377154
1705.010498,271508,2838950
1705.01062,271425,23377154
1797.173218,271440,1726718
1843.254639,271440,1726718
1889.335938,271690,3442003
1889.33606,271440,1726718
1981.498657,271611,6291643
2073.661377,271743,3755168
2165.823975,271539,7224066
2257.986816,271405,7063431
2304.068115,271405,7063431
2350.149414,271405,7063431
2350.149414,271453,7138121
2396.230713,271405,7063431
2396.230713,271453,7138121
2442.312012,271453,7138121
2442.312256,271591,24387548
2534.474854,271563,2040258
2626.637695,271669,1247194
2718.800293,271419,17972396
2764.881592,271419,17972396
2810.962891,271419,17972396
2810.963135,271575,1790131
2857.044189,271419,17972396
2903.125732,271694,11062242
2995.288574,271576,24841845
3087.451416,271430,10964246
3133.532715,271430,10964246
3179.614014,271430,10964246
3179.614014,271618,1714065
3271.776855,271739,12198316
3363.939453,271645,3242882
3456.102295,271722,4601191
3548.264893,271593,24884634
3640.427734,271683,1689226
3732.590332,271629,2268799
3824.753174,271718,15290777
3916.915771,271670,19871653
4009.078613,271464,5992579
4055.159912,271464,5992579
4101.241211,271464,5992579
4101.241211,271465,9200504
4147.322754,271465,9200504
4193.404297,271465,9200504
4193.404297,271655,23745615
4285.566895,271681,6829898
4377.729492,271724,11018407
4469.892578,271498,11783459
4562.055176,271675,24373461
4654.217773,271511,1287673
4746.380859,271801,7385199
4838.543457,271524,5908093
4930.706055,271763,19444356
5022.868652,271502,24520688
5115.031738,271469,24712255
5161.113281,271469,24712255
5207.194336,271445,2381003
5207.194824,271469,24712255
5253.275879,271445,2381003
5299.356934,271696,23628565
5299.357422,271445,2381003
5391.519531,271732,16542122
5483.682617,271456,19306347
5529.76416,271456,19306347
5575.845215,271709,5254536
5575.845703,271456,19306347
5668.007812,271390,24449900
5714.089355,271390,24449900
5760.17041,271784,15945300
5760.170898,271390,24449900
5806.252441,271390,24449900
5852.333496,271608,6379519
5852.333984,271390,24449900
5944.496094,271398,17295666
5990.577637,271398,17295666
6036.658691,271654,5156163
6036.65918,271398,17295666
6082.740723,271398,17295666
6128.821777,271418,17109958
6174.90332,271418,17109958
6220.984375,271562,2092933
6220.984863,271418,17109958
6267.066406,271418,17109958
6313.146973,271719,5766268
6405.30957,271754,17912388
6497.472656,271528,2833081
6589.635254,271520,1888423
6681.797852,271716,2934277
6773.960449,271641,18526235
6866.123535,271447,6400227
6912.205078,271447,6400227
6958.286133,271752,3239785
6958.286621,271447,6400227
7050.44873,271668,25615911
7142.611328,271791,22227988
7234.774414,271375,6093759
7280.855957,271375,6093759
7326.937012,271463,25701477
7326.9375,271375,6093759
7373.018555,271463,25701477
7373.019043,271375,6093759
7419.099609,271717,9491285
7419.100098,271463,25701477
7419.100586,271375,6093759
7465.182129,271375,6093759
7511.262695,271633,12771361
7511.263672,271375,6093759
7557.345215,271375,6093759
7603.425293,271409,1327880
7603.426758,271375,6093759
7649.506836,271409,1327880
7649.508301,271375,6093759
7695.587891,271691,22139087
7695.588379,271409,1327880
7695.589844,271375,6093759
7741.669922,271409,1327880
7741.671387,271375,6093759
7787.750488,271491,24358078
7787.75293,271375,6093759
7833.834473,271375,6093759
7879.913574,271573,11054205
7879.916016,271375,6093759
7925.997559,271375,6093759
7972.076172,271674,26376634
7972.079102,271375,6093759
8064.23877,271471,17291378
8110.320312,271471,17291378
8156.401367,271647,11609467
8156.401855,271471,17291378
8248.563477,271421,4206466
8294.644531,271421,4206466
8340.725586,271421,4206466
8340.726562,271474,6257582
8386.806641,271421,4206466
8386.807617,271474,6257582
8432.888672,271474,6257582
8432.889648,271602,3084219
8525.051758,271488,15740422
8617.214844,271811,13864770
8709.376953,271653,11781954
8801.540039,271385,4969675
8847.621094,271385,4969675
8893.702148,271385,4969675
8893.703125,271590,18917889
8939.783203,271385,4969675
8985.864258,271385,4969675
8985.865234,271403,21542819
9031.946289,271403,21542819
9078.027344,271403,21542819
9078.02832,271783,9345935
9124.108398,271403,21542819
9170.191406,271775,14352564
9262.353516,271557,2978106
9354.516602,271774,14053266
9446.679688,271537,24722842
9538.841797,271780,2245535
9631.004883,271600,533561
9723.166992,271492,15499046
9815.330078,271678,16048251
9907.493164,271477,2603930
9953.574219,271477,2603930
9999.655273,271477,2603930
9999.655273,271487,1661182
10091.81836,271443,11535321
10137.89941,271443,11535321
10183.98047,271443,11535321
10183.98145,271506,25740254
10276.14356,271543,21870082
10368.30664,271416,1824779
10414.3877,271416,1824779
10460.46875,271416,1824779
10460.46973,271733,13471664
10506.54981,271416,1824779
10552.63184,271806,26542380
10644.79492,271380,12282547
10690.87598,271380,12282547
10736.95703,271380,12282547
10736.95703,271735,7789622
10783.03809,271380,12282547
10829.11914,271380,12282547
10829.12012,271567,1234033
10875.2002,271380,12282547
10921.28125,271380,12282547
10921.2832,271778,17494865
10967.36231,271380,12282547
11013.44336,271380,12282547
11013.44531,271388,5555397
11059.52637,271388,5555397
11105.60742,271388,5555397
11105.6084,271472,5047864
11151.68848,271388,5555397
11151.68945,271472,5047864
11197.76953,271388,5555397
11197.77051,271472,5047864
11197.77148,271619,25294130
11289.93359,271595,21488101
11382.09668,271612,15382276
11474.25879,271779,25167854
11566.42188,271525,1506656
11658.58496,271592,7935110
11750.74707,271686,16721420
11842.91016,271596,303110
11935.07324,271504,20305833
12027.23535,271594,24576713
12119.39844,271679,22915480
12211.56152,271742,9374992
12303.72363,271702,2737198
12395.88672,271786,8375514
12488.04883,271577,4262024
12580.21191,271790,8817866
12672.375,271705,23787121
12764.53711,271427,19393653
12810.61816,271427,19393653
12856.69922,271427,19393653
12856.7002,271776,21313516
12948.86328,271517,3039069
13041.02539,271545,3329227
13133.18848,271373,23804389
13179.26953,271373,23804389
13225.35059,271373,23804389
13225.35059,271649,19163979
13271.43164,271373,23804389
13317.5127,271373,23804389
13317.51367,271616,24471015
13363.59375,271373,23804389
13409.67481,271373,23804389
13409.67676,271604,4136670
13455.75586,271373,23804389
13501.83691,271373,23804389
13501.83887,271746,19452479
13547.91797,271373,23804389
13593.99902,271373,23804389
13594.00195,271435,15702620
13640.08008,271373,23804389
13640.08301,271435,15702620
13686.16113,271373,23804389
13686.16406,271435,15702620
