$RECS_NUM=832,,
67.960129,271396,5468760
135.920258,271396,5468760
203.880386,271396,5468760
203.880386,271627,9683632
271.840515,271396,5468760
339.800659,271396,5468760
339.800659,271785,13670880
475.720886,271552,1189150
611.641174,271463,13066178
679.601318,271463,13066178
747.561462,271463,13066178
747.561462,271488,15936052
883.481689,271415,9612213
951.441833,271415,9612213
1019.401917,271699,5415098
1019.401978,271415,9612213
1087.362061,271415,9612213
1155.322144,271543,13489244
1291.242432,271556,9722265
1427.16272,271529,17188292
1563.082886,271451,3815689
1631.042969,271451,3815689
1699.003052,271451,3815689
1699.003174,271533,4093748
1834.923462,271669,3207105
1970.843628,271710,14922610
2106.763916,271382,1153159
2174.724121,271382,1153159
2242.684326,271382,1153159
2242.684326,271726,7289785
2310.644531,271382,1153159
2378.604492,271768,1167224
2378.604736,271382,1153159
2446.564941,271382,1153159
2514.524902,271450,3142315
2514.525146,271382,1153159
2582.485107,271450,3142315
2582.485352,271382,1153159
2650.445068,271583,12303646
2650.445312,271450,3142315
2650.445557,271382,1153159
2786.365479,271480,11860574
2854.325684,271480,11860574
2922.285645,271720,23933751
2922.285889,271480,11860574
3058.205811,271425,13025168
3126.166016,271425,13025168
3194.126221,271425,13025168
3194.126221,271560,9380271
3330.046387,271446,7541670
3398.006592,271446,7541670
3465.966553,271501,8659505
3465.966797,271446,7541670
3601.886963,271618,27581316
3737.807129,271739,22356487
3873.727295,271647,10816105
4009.647705,271655,24773857
4145.567871,271472,1492577
4213.527832,271472,1492577
4281.487793,271472,1492577
4281.487793,271809,1623594
4417.408203,271793,8007991
4553.328613,271667,14533719
4689.248535,271571,18582052
4825.168945,271716,5747976
4961.089355,271525,14312743
5097.009277,271714,8743059
5232.929688,271417,12800466
5300.889648,271417,12800466
5368.849609,271417,12800466
5368.850098,271567,9924033
5436.80957,271417,12800466
5504.770508,271603,3912662
5640.69043,271748,19048644
5776.61084,271398,9473504
5844.570801,271398,9473504
5912.530762,271398,9473504
5912.53125,271486,24321034
5980.490723,271398,9473504
6048.450684,271398,9473504
6048.451172,271598,15004970
6184.371582,271452,1670115
6252.331543,271452,1670115
6320.291504,271452,1670115
6320.291992,271665,5071263
6456.211914,271767,2738585
6592.132324,271397,25528425
6660.092285,271397,25528425
6728.052246,271397,25528425
6728.052734,271572,24719292
6796.012207,271397,25528425
6863.972168,271397,25528425
6863.972656,271470,25333929
6931.932617,271470,25333929
6999.892578,271470,25333929
6999.893066,271676,1570446
7135.813477,271519,19740970
7271.733398,271527,986315
7407.653809,271650,20333051
7543.574219,271687,21331909
7679.494141,271791,4721694
7815.414551,271717,17132055
7951.334961,271808,8416578
8087.255371,271689,21885624
8223.175781,271546,19012389
8359.095703,271798,14307905
8495.015625,271645,13628438
8630.936523,271619,24142578
8766.856445,271700,9484260
