#NUM,873
#TIME,UID,dx/dt,dy/dt
#TU=60,
347,1238,-130,0
348,1240,60,-60
349,1242,-150,-140
350,1245,10,-70
351,1246,0,-70
352,1249,210,-10
353,1254,-110,-50
354,1261,-40,-60
355,1263,0,120
356,1266,120,-90
357,1268,10,80
358,1272,80,-100
359,1276,-110,110
360,1279,0,-60
361,1280,80,-100
362,1283,10,-80
363,1288,-90,20
364,1295,20,150
365,1299,10,-70
366,1302,40,40
367,1307,0,-130
368,1310,-150,-50
369,1313,50,30
370,1320,140,-140
371,1323,110,20
372,1326,10,80
373,1327,210,-20
374,1332,0,-100
375,1334,0,50
376,1335,30,80
377,1341,-160,10
378,1344,0,-50
379,1346,-30,-130
380,1351,0,-210
381,1354,-60,30
382,1356,130,100
383,1360,100,90
384,1364,0,80
385,1367,100,80
386,1372,130,0
387,1376,20,-20
388,1378,90,20
389,1380,10,80
390,1385,20,60
391,1386,0,-140
392,1389,-10,130
393,1392,50,-40
394,1396,60,80
395,1397,80,10
396,1399,0,50
397,1402,0,-170
398,1405,10,-80
399,1409,-70,0
400,1410,-130,100
401,1414,120,-10
402,1418,-30,20
403,1426,-130,20
404,1430,-130,130
405,1433,0,50
406,1435,-10,120
407,1438,90,-120
408,1447,-10,-100
409,1450,60,100
410,1456,170,10
411,1460,0,50
412,1461,-130,-90
413,1465,-150,20
414,1471,0,-70
415,1472,180,10
416,1481,220,-40
417,1485,0,-80
418,1488,10,-100
419,1491,80,120
420,1493,-40,-50
421,1496,0,70
422,1498,-120,40
423,1503,-70,60
424,1505,-140,-110
425,1510,-130,110
426,1515,-40,40
427,1520,0,-170
428,1524,130,-120
429,1529,-60,0
430,1530,0,-150
431,1533,-120,-30
432,1535,-30,60
433,1537,-20,-150
434,1540,10,70
435,1549,-40,50
436,1551,-80,-30
437,1554,0,150
438,1557,0,80
439,1559,-10,-110
440,1564,30,170
441,1568,20,-60
442,1570,10,-50
443,1577,-50,40
444,1580,-10,-80
445,1584,-10,-140
446,1591,80,120
447,1595,-10,-90
448,1601,-70,-60
449,1606,10,70
450,1610,-20,100
451,1614,100,70
452,1618,-130,-20
453,1621,0,-90
454,1629,0,160
455,1632,140,-130
456,1634,100,0
457,1636,-10,160
458,1639,40,-170
459,1643,0,-110
460,1647,0,150
461,1649,-180,-20
462,1652,-30,-110
463,1656,0,-110
464,1661,20,-120
465,1665,0,-100
466,1669,0,-80
467,1675,0,140
468,1676,80,50
469,1678,-140,-80
470,1681,-20,-150
471,1686,70,0
472,1692,70,60
473,1694,60,-150
474,1697,80,-10
475,1701,0,-160
476,1705,80,-10
477,1709,50,50
478,1710,10,110
479,1714,-60,20
480,1721,10,-70
481,1725,-50,-80
482,1728,-120,-20
483,1733,50,70
484,1737,210,-20
485,1744,-90,0
486,1746,0,-70
487,1750,140,-90
488,1754,-90,0
489,1761,-70,-10
490,1765,-110,30
491,1770,110,0
492,1773,10,-90
493,1780,70,130
494,1784,-20,-150
495,1788,0,-50
496,1790,40,120
497,1791,0,-130
498,1794,-10,80
499,1796,-60,70
500,1798,100,130
501,1802,80,-10
502,1805,0,-130
503,1809,70,90
504,1817,0,50
505,1819,10,-140
506,1824,-190,-40
507,1828,20,-100
508,1830,60,-50
509,1834,0,110
510,1838,0,90
511,1842,-90,80
512,1846,130,-90
513,1851,0,-70
514,1858,-20,-110
515,1863,-150,140
516,1868,0,-70
517,1871,0,-80
518,1872,-20,-130
519,1875,0,-70
520,1878,150,-120
521,1883,130,-130
522,1887,10,100
523,1892,0,-160
524,1896,30,150
525,1897,-80,30
526,1898,0,160
527,1900,-20,-170
528,1903,-10,-90
529,1903,-10,120
530,1907,40,-180
531,1910,-50,-50
532,1912,0,-80
533,1917,-120,10
534,1922,-70,60
535,1926,-80,80
536,1928,0,-110
537,1930,-100,30
538,1932,-150,20
539,1936,130,-100
540,1940,20,30
541,1944,-20,-180
542,1951,140,-110
543,1956,-90,-10
544,1959,0,-210
545,1962,0,70
546,1965,90,0
547,1967,0,-110
548,1974,0,-130
549,1976,10,-90
550,1980,0,-140
551,1986,-60,20
552,1992,40,40
553,1993,90,-70
554,2000,-10,-130
555,2006,70,-40
556,2009,90,140
557,2013,20,-150
558,2017,10,-90
559,2022,50,-110
560,2025,170,0
561,2027,0,-60
562,2031,10,-60
563,2031,0,90
564,2035,0,-110
565,2038,10,230
566,2042,80,10
567,2044,0,100
568,2048,160,-90
569,2051,80,-60
570,2055,-10,-70
571,2061,-100,-20
572,2063,0,130
573,2067,0,-20
574,2072,0,-40
575,2078,0,210
576,2080,-50,-50
577,2086,120,-30
578,2088,-10,90
579,2091,-70,-10
580,2097,-10,-140
581,2101,-130,60
582,2108,70,-10
583,2112,-150,0
584,2115,-20,190
585,2119,50,30
586,2121,-30,170
587,2124,-10,140
588,2128,-90,-40
589,2139,0,-90
590,2143,-10,90
591,2145,90,0
592,2149,0,-90
593,2153,-200,-20
594,2155,0,-70
595,2159,0,-120
596,2164,10,-110
597,2167,-30,-60
598,2167,-10,-110
599,2170,0,-130
600,2177,0,-60
601,2179,-50,-70
602,2181,60,70
603,2185,90,0
604,2186,120,-100
605,2187,0,200
606,2193,20,120
607,2195,0,-130
608,2197,-90,-80
609,2201,0,-70
610,2203,10,140
611,2205,-90,100
612,2210,90,-60
613,2213,20,-170
614,2218,20,-20
615,2219,10,-60
616,2223,0,50
617,2228,110,0
618,2233,-20,20
619,2234,40,-160
620,2239,-140,-120
621,2242,0,70
622,2247,-120,130
623,2253,-20,-100
624,2254,60,0
625,2255,-80,-120
626,2258,-100,150
627,2260,0,50
628,2265,150,30
629,2269,170,-130
630,2271,-10,-70
631,2276,60,-130
632,2279,20,-150
633,2286,10,-100
634,2290,-120,0
635,2293,-50,60
636,2295,-10,70
637,2297,0,110
638,2298,-160,-10
639,2300,0,-110
640,2307,140,-110
641,2308,10,-70
642,2308,20,-50
643,2310,10,170
644,2313,0,-180
645,2318,-10,-50
646,2322,-120,-20
647,2324,0,-130
648,2328,0,-90
649,2333,0,-80
650,2333,10,-90
651,2337,-20,-90
652,2342,50,160
653,2345,-100,-150
654,2350,-100,10
655,2351,100,90
656,2353,-90,-70
657,2355,0,80
658,2359,0,70
659,2359,10,-140
660,2363,-30,30
661,2369,190,0
662,2375,-90,60
663,2378,-50,40
664,2382,100,80
665,2387,90,-40
666,2388,100,-50
667,2395,0,-80
668,2402,100,-80
669,2403,0,-30
670,2408,-50,60
671,2412,110,-120
672,2417,-70,-40
673,2420,-110,20
674,2422,-40,140
675,2428,40,40
676,2433,0,-170
677,2436,110,100
678,2438,-70,0
679,2443,110,0
680,2449,60,-70
681,2454,-10,60
682,2457,20,-80
683,2460,-90,0
684,2467,-20,20
685,2470,-90,0
686,2474,-120,10
687,2481,-40,-50
688,2486,-10,80
689,2490,80,-50
690,2497,0,80
691,2499,-180,0
692,2503,100,80
693,2506,-10,50
694,2509,0,-90
695,2513,-80,110
696,2518,-10,-70
697,2523,110,90
698,2525,0,-160
699,2527,-70,10
700,2530,10,-180
701,2534,40,200
702,2539,60,0
703,2543,-20,110
704,2548,40,-170
705,2549,-10,-40
706,2550,130,-20
707,2553,0,210
708,2559,-10,-60
709,2562,-120,10
710,2566,0,-190
711,2571,-70,80
712,2573,-70,80
713,2573,-20,130
714,2575,40,-30
715,2582,100,100
716,2587,50,-150
717,2588,-20,-70
718,2588,-10,120
719,2593,10,-110
720,2596,0,-90
721,2600,-120,-100
722,2609,10,180
723,2612,0,70
724,2618,-60,40
725,2619,-90,-20
726,2623,-20,-120
727,2626,-10,-160
728,2628,100,80
729,2629,0,-120
730,2634,0,-110
731,2638,-100,0
732,2641,60,50
733,2646,-90,-110
734,2649,-160,70
735,2653,-60,50
736,2660,0,150
737,2665,-170,0
738,2669,-70,40
739,2676,30,150
740,2681,-90,0
741,2683,-50,10
742,2683,0,-140
743,2685,-10,-80
744,2686,0,-100
745,2689,0,-210
746,2690,10,-140
747,2693,0,-80
748,2693,-130,-110
749,2694,-40,-160
750,2699,-60,10
751,2704,40,-190
752,2707,-150,10
753,2711,0,-80
754,2715,0,90
755,2721,30,150
756,2724,0,30
757,2728,0,-150
758,2731,-130,0
759,2732,0,-80
760,2734,0,-180
761,2738,-170,-30
762,2743,-70,-70
763,2747,0,-80
764,2751,-30,-140
765,2752,0,80
766,2757,10,-140
767,2761,-120,-90
768,2762,20,80
769,2763,0,-150
770,2765,-30,-220
771,2767,0,-60
772,2767,0,160
773,2773,20,-60
774,2775,-60,-70
775,2778,-140,0
776,2780,-130,20
777,2783,0,100
778,2785,-30,-170
779,2791,120,120
780,2793,-30,70
781,2800,0,-160
782,2802,0,-50
783,2803,0,40
784,2808,10,-130
785,2815,100,150
786,2819,0,-70
787,2824,0,-110
788,2826,0,-120
789,2829,10,-100
790,2831,0,-100
791,2839,0,-60
792,2839,0,70
793,2843,90,-50
794,2846,-40,-50
795,2848,-30,0
796,2852,0,-130
797,2854,-10,120
798,2861,-50,-20
799,2863,10,-130
800,2865,-120,-100
801,2868,-30,-10
802,2871,-40,-10
803,2871,-110,70
804,2876,0,20
805,2878,-30,-110
806,2879,-100,-40
807,2885,-120,-10
808,2886,60,90
809,2888,140,-130
810,2890,-60,70
811,2896,-60,70
812,2896,50,210
813,2901,10,70
814,2907,-110,-80
815,2910,-70,30
816,2913,60,50
817,2915,-20,-120
818,2917,-140,0
819,2919,-50,80
820,2922,90,-110
821,2929,120,100
822,2933,10,50
823,2935,0,-110
824,2938,-130,0
825,2940,10,70
826,2944,-20,-90
827,2950,-20,200
828,2953,0,50
829,2956,-150,-100
830,2960,-20,-90
831,2966,0,80
832,2967,50,-180
833,2969,40,-30
834,2973,-90,-50
835,2975,80,100
836,2981,80,70
837,2986,50,60
838,2987,10,-160
839,2988,120,-100
840,2993,0,50
841,2994,0,-150
842,2998,170,-130
843,2999,0,-40
844,3006,-100,90
845,3008,10,-190
846,3013,-20,60
847,3016,-120,-90
848,3019,120,-50
849,3020,60,60
850,3022,0,60
851,3031,0,140
852,3037,80,-70
853,3041,-60,100
854,3042,0,-140
855,3047,-40,0
856,3049,90,130
857,3052,-50,-140
858,3053,10,-100
859,3056,-150,80
860,3059,0,70
861,3062,-10,100
862,3064,130,-100
863,3065,-40,150
864,3067,-10,-50
865,3072,130,80
866,3075,-90,-50
867,3078,-20,-60
868,3083,-30,-110
869,3087,-10,-170
870,3088,60,60
871,3092,30,-80
872,3097,0,200
873,3099,-60,30
874,3103,50,-100
875,3108,-10,-70
876,3109,0,-90
877,3111,10,190
878,3116,0,150
879,3118,70,40
880,3121,0,180
881,3125,70,70
882,3130,0,80
883,3132,-100,70
884,3135,-20,160
885,3140,-10,90
886,3140,0,60
887,3144,20,-150
888,3150,0,-50
889,3153,0,-190
890,3155,-130,70
891,3158,0,-60
892,3159,0,-130
893,3162,100,60
894,3169,0,-70
895,3174,-90,100
896,3179,-130,0
897,3182,0,-50
898,4,70,60
899,5,40,-190
900,14,80,0
901,16,0,-110
902,20,-30,-210
903,22,-110,0
904,25,0,-180
905,27,0,-100
906,27,0,-60
907,33,-20,-140
908,37,60,60
909,40,0,60
910,43,-130,-80
911,45,0,100
912,47,90,-50
913,51,-10,-150
914,55,-10,-80
915,59,0,70
916,62,-150,80
917,65,10,-120
918,67,0,-70
919,69,180,0
920,74,0,-160
921,76,50,-30
922,81,0,-160
923,83,-70,0
924,86,60,60
925,89,0,-130
926,94,-180,110
927,98,40,0
928,100,100,130
929,102,-150,-10
930,103,-50,0
931,110,20,80
932,115,-20,-150
933,118,-80,-70
934,121,-150,10
935,125,-180,-30
936,132,50,60
937,133,-110,-120
938,136,-10,-110
939,138,60,-40
940,142,-70,10
941,150,-40,0
942,150,10,60
943,154,0,-100
944,161,-120,90
945,167,-90,-20
946,169,90,-90
947,172,-30,-170
948,177,-50,0
949,180,120,0
950,185,-120,-170
951,189,0,-100
952,193,10,-100
953,198,-40,110
954,201,50,-30
955,207,0,-180
956,208,-180,0
957,211,20,-80
958,214,50,130
959,218,-40,160
960,222,10,-90
961,226,-70,-80
962,232,70,70
963,239,90,0
964,243,-20,-110
965,245,-110,90
966,248,10,-80
967,250,140,-100
968,261,20,-110
969,264,70,-40
970,267,0,170
971,272,-90,-70
972,275,60,60
973,277,0,140
974,280,70,80
